starting print thread... 
starting setpoint thread... 
starting motion capture message receive thread... 
initializing imu... 
initializing controller...
-15.0000  -0.4000  -0.1000  -0.0850  
initializing motors...
resetting encoders...
initializing state...
initializing setpoint...
initializing odometry...
attaching imu interupt...
we are running!!!...
1539102696.837,  0.000,  0.000,  0.000
1539102696.936,  0.020, -0.006, -0.000
1539102697.035,  0.033, -0.019, -0.000
1539102697.135,  0.004, -0.318,  0.002
1539102697.235, -0.035, -0.468, -0.000
1539102697.335, -0.026, -0.414, -0.009
1539102697.434, -0.045, -0.395, -0.002
1539102697.534, -0.031, -0.064, -0.010
1539102697.634, -0.012,  0.398, -0.038
1539102697.734, -0.019,  0.857, -0.077
1539102697.834, -0.023,  1.450, -0.099
1539102697.934, -0.007,  2.198, -0.091
1539102698.034, -0.000,  2.964, -0.075
1539102698.133, -0.004,  3.715, -0.051
1539102698.243, -0.007,  4.617, -0.019
1539102698.343,  0.006,  5.528,  0.002
1539102698.443,  0.020,  6.465,  0.019
1539102698.543,  0.031,  7.347,  0.014
1539102698.643, -0.013,  8.002, -0.003
1539102698.753, -0.023,  8.881, -0.034
1539102698.852,  0.010,  9.885, -0.046
1539102698.952,  0.043, 10.761, -0.051
1539102699.052, -0.012, 11.351, -0.038
1539102699.152, -0.023, 12.111, -0.015
1539102699.252,  0.018, 13.080,  0.002
1539102699.352,  0.034, 13.783,  0.000
1539102699.452, -0.027, 14.223, -0.012
1539102699.552, -0.014, 14.909, -0.026
1539102699.651,  0.035, 15.666, -0.046
1539102699.751,  0.019, 15.997, -0.044
1539102699.851, -0.034, 16.237, -0.029
1539102699.951,  0.012, 16.780, -0.007
1539102700.051,  0.041, 17.068,  0.024
1539102700.151,  0.017, 17.072,  0.026
1539102700.251,  0.020, 17.072,  0.026
1539102700.350,  0.048, 17.052,  0.033
1539102700.450,  0.031, 16.651,  0.034
1539102700.550,  0.017, 16.115,  0.029
1539102700.650,  0.031, 15.557,  0.026
1539102700.750,  0.020, 14.701,  0.017
1539102700.850,  0.016, 13.728, -0.002
1539102700.950,  0.022, 12.641, -0.021
1539102701.049,  0.011, 11.335, -0.033
1539102701.159,  0.014,  9.817, -0.024
1539102701.259,  0.013,  8.239,  0.007
1539102701.359,  0.015,  6.490,  0.019
1539102701.459,  0.012,  4.543,  0.021
1539102701.559,  0.011,  2.454,  0.019
1539102701.659,  0.016,  0.154,  0.010
1539102701.758,  0.009, -2.374, -0.007
1539102701.858,  0.012, -5.053, -0.009
1539102701.958,  0.034, -7.822, -0.010
1539102702.058,  0.033,-10.976, -0.002
1539102702.158,  0.016,-14.383, -0.002
1539102702.258,  0.021,-17.912,  0.002
1539102702.358,  0.038,-21.614, -0.009
1539102702.457,  0.100,-25.375, -0.019
1539102702.557,  0.262,-29.077, -0.022
1539102702.657,  0.528,-32.776, -0.034
1539102702.757,  0.670,-36.835, -0.039
1539102702.857,  0.950,-40.961, -0.039
1539102702.957,  1.590,-45.090, -0.041
1539102703.057,  1.731,-49.200, -0.029
1539102703.157,  1.658,-53.335, -0.027
1539102703.266,  1.656,-57.885, -0.034
1539102703.366,  1.658,-62.033, -0.039
1539102703.466,  1.657,-66.185, -0.050
1539102703.566,  1.655,-70.346, -0.048
1539102703.666,  1.653,-74.507, -0.053
1539102703.766,  1.651,-78.665, -0.060
1539102703.865,  1.650,-82.826, -0.072
1539102703.965,  1.648,-86.987, -0.077
1539102704.065,  1.646,-91.152, -0.080
1539102704.165,  1.644,-95.316, -0.080
1539102704.265,  1.643,-99.490, -0.086
1539102704.365,  1.642,-103.664, -0.091
1539102704.465,  1.668,-107.832, -0.099

received SIGINT Ctrl-C
Motor cleanup
